Disease,Gender,symptoms,Cure
Dengue Fever,male,"high fever,rash,joint pain","Supportive care, hydration"
Dengue Fever,male,"severe headache,joint pain,high fever,rash","Supportive care, hydration"
Dengue Fever,male,"rash,joint pain,high fever,severe headache","Supportive care, hydration"
Dengue Fever,male,"rash,high fever,severe headache","Supportive care, hydration"
Dengue Fever,male,"rash,severe headache,high fever,joint pain","Supportive care, hydration"
Dengue Fever,male,"high fever,rash,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,male,"joint pain,rash,high fever","Supportive care, hydration"
Dengue Fever,male,"high fever,joint pain,rash","Supportive care, hydration"
Dengue Fever,male,"joint pain,severe headache,high fever","Supportive care, hydration"
Dengue Fever,male,"severe headache,rash,high fever,joint pain","Supportive care, hydration"
Dengue Fever,male,"rash,high fever,severe headache","Supportive care, hydration"
Dengue Fever,male,"severe headache,rash,joint pain","Supportive care, hydration"
Dengue Fever,male,"severe headache,rash,joint pain","Supportive care, hydration"
Dengue Fever,male,"rash,joint pain,high fever","Supportive care, hydration"
Dengue Fever,male,"high fever,joint pain,rash","Supportive care, hydration"
Dengue Fever,male,"joint pain,severe headache,high fever","Supportive care, hydration"
Dengue Fever,male,"high fever,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,male,"joint pain,severe headache,high fever","Supportive care, hydration"
Dengue Fever,male,"severe headache,high fever,rash","Supportive care, hydration"
Dengue Fever,male,"severe headache,joint pain,rash","Supportive care, hydration"
Dengue Fever,male,"high fever,rash,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,male,"joint pain,severe headache,high fever","Supportive care, hydration"
Dengue Fever,male,"severe headache,rash,joint pain","Supportive care, hydration"
Dengue Fever,male,"high fever,rash,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,male,"joint pain,high fever,severe headache","Supportive care, hydration"
Dengue Fever,male,"rash,joint pain,high fever,severe headache","Supportive care, hydration"
Dengue Fever,male,"rash,joint pain,high fever,severe headache","Supportive care, hydration"
Dengue Fever,male,"severe headache,high fever,joint pain","Supportive care, hydration"
Dengue Fever,male,"rash,joint pain,high fever","Supportive care, hydration"
Dengue Fever,male,"severe headache,high fever,joint pain","Supportive care, hydration"
Dengue Fever,male,"joint pain,severe headache,rash,high fever","Supportive care, hydration"
Dengue Fever,male,"severe headache,high fever,joint pain,rash","Supportive care, hydration"
Dengue Fever,male,"high fever,rash,severe headache","Supportive care, hydration"
Dengue Fever,male,"severe headache,high fever,joint pain","Supportive care, hydration"
Dengue Fever,male,"high fever,rash,severe headache","Supportive care, hydration"
Dengue Fever,male,"joint pain,severe headache,high fever","Supportive care, hydration"
Dengue Fever,male,"rash,joint pain,severe headache","Supportive care, hydration"
Dengue Fever,male,"joint pain,high fever,severe headache,rash","Supportive care, hydration"
Dengue Fever,male,"severe headache,rash,high fever","Supportive care, hydration"
Dengue Fever,male,"severe headache,high fever,joint pain","Supportive care, hydration"
Dengue Fever,male,"high fever,rash,joint pain","Supportive care, hydration"
Dengue Fever,male,"high fever,rash,joint pain","Supportive care, hydration"
Dengue Fever,male,"high fever,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,male,"rash,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,female,"severe headache,high fever,joint pain","Supportive care, hydration"
Dengue Fever,female,"high fever,rash,joint pain,severe headache","Supportive care, hydration"
Dengue Fever,female,"severe headache,joint pain,high fever,rash","Supportive care, hydration"
Dengue Fever,female,"joint pain,severe headache,rash","Supportive care, hydration"
Dengue Fever,female,"joint pain,severe headache,rash,high fever","Supportive care, hydration"
Dengue Fever,female,"severe headache,joint pain,rash","Supportive care, hydration"
Dengue Fever,female,"high fever,rash,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,female,"severe headache,joint pain,high fever,rash","Supportive care, hydration"
Dengue Fever,female,"high fever,severe headache,rash,joint pain","Supportive care, hydration"
Dengue Fever,female,"joint pain,severe headache,rash","Supportive care, hydration"
Dengue Fever,female,"severe headache,high fever,joint pain,rash","Supportive care, hydration"
Dengue Fever,female,"severe headache,high fever,joint pain,rash","Supportive care, hydration"
Dengue Fever,female,"joint pain,high fever,severe headache,rash","Supportive care, hydration"
Dengue Fever,female,"joint pain,high fever,severe headache,rash","Supportive care, hydration"
Dengue Fever,female,"high fever,rash,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,female,"severe headache,joint pain,high fever,rash","Supportive care, hydration"
Dengue Fever,female,"joint pain,severe headache,high fever","Supportive care, hydration"
Dengue Fever,female,"joint pain,high fever,rash,severe headache","Supportive care, hydration"
Dengue Fever,female,"high fever,rash,joint pain","Supportive care, hydration"
Dengue Fever,female,"high fever,joint pain,rash,severe headache","Supportive care, hydration"
Dengue Fever,female,"high fever,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,female,"rash,joint pain,severe headache","Supportive care, hydration"
Dengue Fever,female,"joint pain,severe headache,high fever","Supportive care, hydration"
Dengue Fever,female,"severe headache,high fever,joint pain,rash","Supportive care, hydration"
Dengue Fever,female,"joint pain,rash,severe headache","Supportive care, hydration"
Dengue Fever,female,"rash,severe headache,high fever,joint pain","Supportive care, hydration"
Dengue Fever,female,"high fever,severe headache,rash","Supportive care, hydration"
Dengue Fever,female,"severe headache,high fever,rash","Supportive care, hydration"
Dengue Fever,female,"rash,severe headache,high fever,joint pain","Supportive care, hydration"
Dengue Fever,female,"high fever,joint pain,rash,severe headache","Supportive care, hydration"
Dengue Fever,female,"rash,joint pain,severe headache,high fever","Supportive care, hydration"
Dengue Fever,female,"rash,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,female,"rash,high fever,severe headache","Supportive care, hydration"
Dengue Fever,female,"high fever,severe headache,rash","Supportive care, hydration"
Dengue Fever,female,"rash,high fever,joint pain","Supportive care, hydration"
Dengue Fever,female,"high fever,severe headache,rash,joint pain","Supportive care, hydration"
Dengue Fever,female,"joint pain,high fever,rash","Supportive care, hydration"
Dengue Fever,female,"severe headache,joint pain,rash,high fever","Supportive care, hydration"
Dengue Fever,female,"joint pain,severe headache,rash,high fever","Supportive care, hydration"
Dengue Fever,female,"joint pain,high fever,severe headache,rash","Supportive care, hydration"
Dengue Fever,female,"rash,high fever,joint pain","Supportive care, hydration"
Dengue Fever,female,"joint pain,high fever,severe headache,rash","Supportive care, hydration"
Dengue Fever,female,"joint pain,severe headache,high fever,rash","Supportive care, hydration"
Dengue Fever,female,"high fever,rash,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,female,"rash,joint pain,high fever,severe headache","Supportive care, hydration"
Dengue Fever,female,"rash,high fever,severe headache,joint pain","Supportive care, hydration"
Dengue Fever,female,"rash,high fever,joint pain,severe headache","Supportive care, hydration"
Dengue Fever,female,"rash,high fever,joint pain,severe headache","Supportive care, hydration"
Dengue Fever,female,"high fever,joint pain,severe headache,rash","Supportive care, hydration"
Dengue Fever,female,"joint pain,high fever,severe headache,rash","Supportive care, hydration"
Epilepsy,male,"uncontrollable jerking movements,confusion,seizures",Antiepileptic medications
Epilepsy,male,"seizures,uncontrollable jerking movements,confusion,loss of awareness",Antiepileptic medications
Epilepsy,male,"confusion,seizures,loss of awareness,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,male,"uncontrollable jerking movements,confusion,loss of awareness,seizures",Antiepileptic medications
Epilepsy,male,"confusion,loss of awareness,uncontrollable jerking movements,seizures",Antiepileptic medications
Epilepsy,male,"seizures,uncontrollable jerking movements,loss of awareness,confusion",Antiepileptic medications
Epilepsy,male,"uncontrollable jerking movements,confusion,loss of awareness",Antiepileptic medications
Epilepsy,male,"loss of awareness,confusion,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,male,"seizures,uncontrollable jerking movements,loss of awareness,confusion",Antiepileptic medications
Epilepsy,male,"loss of awareness,uncontrollable jerking movements,confusion,seizures",Antiepileptic medications
Epilepsy,male,"loss of awareness,confusion,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,male,"seizures,confusion,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,male,"uncontrollable jerking movements,confusion,loss of awareness,seizures",Antiepileptic medications
Epilepsy,male,"seizures,uncontrollable jerking movements,loss of awareness,confusion",Antiepileptic medications
Epilepsy,male,"confusion,uncontrollable jerking movements,loss of awareness,seizures",Antiepileptic medications
Epilepsy,male,"confusion,uncontrollable jerking movements,loss of awareness,seizures",Antiepileptic medications
Epilepsy,male,"confusion,uncontrollable jerking movements,loss of awareness,seizures",Antiepileptic medications
Epilepsy,male,"uncontrollable jerking movements,loss of awareness,seizures",Antiepileptic medications
Epilepsy,male,"uncontrollable jerking movements,confusion,seizures",Antiepileptic medications
Epilepsy,male,"loss of awareness,seizures,uncontrollable jerking movements,confusion",Antiepileptic medications
Epilepsy,male,"uncontrollable jerking movements,confusion,seizures",Antiepileptic medications
Epilepsy,male,"seizures,confusion,loss of awareness",Antiepileptic medications
Epilepsy,male,"seizures,loss of awareness,confusion",Antiepileptic medications
Epilepsy,male,"confusion,loss of awareness,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,male,"confusion,loss of awareness,seizures,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,male,"seizures,uncontrollable jerking movements,confusion",Antiepileptic medications
Epilepsy,male,"uncontrollable jerking movements,seizures,confusion,loss of awareness",Antiepileptic medications
Epilepsy,male,"uncontrollable jerking movements,confusion,loss of awareness,seizures",Antiepileptic medications
Epilepsy,male,"confusion,uncontrollable jerking movements,seizures",Antiepileptic medications
Epilepsy,male,"seizures,confusion,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,male,"seizures,loss of awareness,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,male,"seizures,uncontrollable jerking movements,confusion",Antiepileptic medications
Epilepsy,male,"seizures,loss of awareness,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,male,"loss of awareness,uncontrollable jerking movements,confusion",Antiepileptic medications
Epilepsy,male,"confusion,seizures,loss of awareness",Antiepileptic medications
Epilepsy,male,"confusion,uncontrollable jerking movements,loss of awareness",Antiepileptic medications
Epilepsy,male,"loss of awareness,uncontrollable jerking movements,seizures",Antiepileptic medications
Epilepsy,male,"uncontrollable jerking movements,loss of awareness,seizures,confusion",Antiepileptic medications
Epilepsy,male,"seizures,uncontrollable jerking movements,loss of awareness",Antiepileptic medications
Epilepsy,male,"confusion,uncontrollable jerking movements,loss of awareness,seizures",Antiepileptic medications
Epilepsy,male,"loss of awareness,confusion,seizures",Antiepileptic medications
Epilepsy,male,"seizures,loss of awareness,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,male,"loss of awareness,confusion,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,male,"seizures,confusion,uncontrollable jerking movements,loss of awareness",Antiepileptic medications
Epilepsy,male,"confusion,loss of awareness,uncontrollable jerking movements,seizures",Antiepileptic medications
Epilepsy,male,"confusion,uncontrollable jerking movements,loss of awareness,seizures",Antiepileptic medications
Epilepsy,male,"loss of awareness,uncontrollable jerking movements,seizures",Antiepileptic medications
Epilepsy,male,"confusion,seizures,uncontrollable jerking movements,loss of awareness",Antiepileptic medications
Epilepsy,male,"uncontrollable jerking movements,loss of awareness,confusion",Antiepileptic medications
Epilepsy,male,"uncontrollable jerking movements,confusion,seizures,loss of awareness",Antiepileptic medications
Epilepsy,female,"uncontrollable jerking movements,seizures,loss of awareness",Antiepileptic medications
Epilepsy,female,"loss of awareness,uncontrollable jerking movements,confusion,seizures",Antiepileptic medications
Epilepsy,female,"confusion,loss of awareness,seizures",Antiepileptic medications
Epilepsy,female,"confusion,loss of awareness,seizures,uncontrollable jerking movements",Antiepileptic medications
Epilepsy,female,"loss of awareness,seizures,uncontrollable jerking movements,confusion",Antiepileptic medications
Epilepsy,female,"seizures,confusion,uncontrollable jerking movements",Antiepileptic medications
